code,description
551321,"Fabrics, woven: plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2"
551323,"Fabrics, woven: dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2"
551329,"Fabrics, woven: dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2"
551331,"Fabrics, woven: plain weave, of yarns of different colours, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2"
551339,"Fabrics, woven: of yarns of different colours, containing less than 85% of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2"
551341,"Fabrics, woven: plain weave, printed, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2"
551349,"Fabrics, woven: printed, containing less than 85% by weight of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2"
551411,"Fabrics, woven: plain weave, unbleached or bleached, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551412,"Fabrics, woven: 3- or 4-thread twill, including cross twill, unbleached or bleached, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, over 170g/m2"
551419,"Fabrics, woven: unbleached or bleached, containing less than 85% by weight of synthetic staple fibres n.e.c. in item no. 55.14.1, mixed mainly or solely with cotton, exceeding 170g/m2"
551421,"Fabrics, woven: plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551422,"Fabrics, woven: 3- or 4-thread twill, including cross twill, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551423,"Fabrics, woven: dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2, n.e.c. in heading no. 5514"
551429,"Fabrics, woven: dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2"
551430,"Fabrics, woven: of yarns of different colours, containing less than 85% by weight of synthetic staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551441,"Fabrics, woven: plain weave, printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551442,"Fabrics, woven: 3- or 4-thread twill, including cross twill, printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551443,"Fabrics, woven: printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, weight exceeding 170g/m2, n.e.c. in heading no. 5514"
551449,"Fabrics, woven: printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2"
551511,"Fabrics, woven: of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with viscose rayon staple fibres"
551512,"Fabrics, woven: of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments"
551513,"Fabrics, woven: of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with wool or fine animal hair"
551519,"Fabrics, woven: of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1"
551521,"Fabrics, woven: of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments"
551522,"Fabrics, woven: of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with wool or fine animal hair"
551529,"Fabrics, woven: of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.2"
551591,"Fabrics, woven: of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments"
551599,"Fabrics, woven: of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in heading no. 5515"
551611,"Fabrics, woven: unbleached or bleached, containing 85% or more by weight of artificial staple fibres"
551612,"Fabrics, woven: dyed, containing 85% or more by weight of artificial staple fibres"
551613,"Fabrics, woven: of yarns of different colours, containing 85% or more by weight of artificial staple fibres"
551614,"Fabrics, woven: printed, containing 85% or more by weight of artificial staple fibres"
551621,"Fabrics, woven: unbleached or bleached, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with manmade filaments"
551622,"Fabrics, woven: dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments"
551623,"Fabrics, woven: of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments"
551624,"Fabrics, woven: printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments"
551631,"Fabrics, woven: unbleached or bleached, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair"
551632,"Fabrics, woven: dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair"
551633,"Fabrics, woven: of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair"
551634,"Fabrics, woven: printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair"
551641,"Fabrics, woven: unbleached or bleached, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton"
551642,"Fabrics, woven: dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton"
551643,"Fabrics, woven: of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton"
551644,"Fabrics, woven: printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton"
551691,"Fabrics, woven: unbleached or bleached, of artificial staple fibres, n.e.c. in heading no. 5516"
551692,"Fabrics, woven: dyed, of artificial staple fibres, n.e.c. in heading no. 5516"
551693,"Fabrics, woven: of yarns of different colours, of artificial staple fibres, n.e.c. in heading no. 5516"
551694,"Fabrics, woven: printed, of artificial staple fibres, n.e.c. in heading no. 5516"
560121,"Wadding: other articles thereof, of cotton"
560122,"Wadding: other articles thereof, of man-made fibres"
560129,"Wadding: other articles thereof, other than of cotton or man-made fibres"
560130,Wadding: textile flock and dust and mill neps
560210,"Felt: needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered or laminated"
560221,"Felt: of wool or fine animal hair (excluding needleloom felt or stitch-bonded fibre fabrics), not impregnated, coated, covered nor laminated"
560229,"Felt: of textile materials other than wool or fine animal hair (excluding needleloom felt and stitch-bonded fibre fabrics), not impregnated, coated, covered or laminated"
560290,"Felt: impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded fibre fabrics)"
560311,"Nonwovens: whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing not more than 25g/m2)"
560312,"Nonwovens: whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 25g/m2 but not more than 70g/m2)"
560313,"Nonwovens: whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 70g/m2 but not more than 150g/m2)"
560314,"Nonwovens: whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 150g/m2)"
560391,"Nonwovens: whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing not more than 25g/m2)"
560392,"Nonwovens: whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 25g/m2 but not more than 70g/m2)"
560393,"Nonwovens: whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 70g/m2 but not more than 150g/m2)"
560394,"Nonwovens: whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 150g/m2)"
560410,Rubber thread and cord: textile covered
560490,"Yarn: textile yarn, strip, and the like of heading no. 5404 or 5405, impregnated, coated, covered, or sheathed with rubber or plastics, n.e.c. in heading no. 5604"
560500,"Yarn: metallised, whether or not gimped, of textile yarn, or strip or the like of heading no. 5404 or 5405, combined with metal in the form of thread, strip or powder or covered with metal"
560600,"Yarn and strip and the like of heading no. 5404 or 5405: gimped, (other than those of heading no. 5406 and gimped horsehair yarn): chenille yarn (including flock chenille yarn): loop wale-yarn"
560721,"Twine: binder or baler twine, of sisal or other textile fibres of the genus agave"
560729,"Twine, cordage, ropes, cables: of sisal or other textile fibres of the genus agave (excluding binder or baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed"
560741,"Twine: binder or baler twine, of polyethylene or polypropylene"
560749,"Twine, cordage, ropes, cables: of polyethylene or polypropylene (excluding binder or baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed"
560750,"Twine, cordage, ropes, cables: of synthetic fibres other than polyethylene or polypropylene, whether or not plaited, braided or impregnated, coated, covered or sheathed with rubber or plastics"
560790,"Twine, cordage, ropes, cables: of materials n.e.c. in heading no. 5607, whether or not plaited, braided or impregnated, coated, covered, or sheathed with rubber or plastics"
560811,"Twine, cordage or rope: fishing nets, made up, of man made textile materials"
